A1;A2;A3;A4a;A4b;A4c;A5;A6;A7;D01;D02a;D02b;D02c;D17;D18;D19;Q01;Q02;Q03;Q04a;Q04b;Q04c;Q04d;Q04e;Q04f;Q04g;Q05a;Q05b;Q05c;Q05d;Q05e;Q06a;Q06b;Q06c;Q06d;Q07;Q08;Q09;Q10b;Q10c;Q11a;Q11b;Q11c;Q12P1b;Q12LHb;Q12LHb_Otro;Q12LHc;TextoQ12LHc_1;Q12LHd;Q12RC;Q12P2b;Q13P1b;Q13P2b;Q14a;Q14b;Q18;Q17a;Q17b;Q17c;Q17d;Q17e;Q15a;Q15b;Q15c;Q15d;Q16a;Q16b;Q16c;Q21;Q22c;Q22d;Q22e;Q23a;Q23b;P01;P02a;TextoP02a;P02b;P02c;P03;P04;P05;P06;P07a;P08a;P07b;P08b;P07c;P08c;P09;OCUPACION;ENCUEJEFE;OCUPACJEFE;D06;INSTRUC;D04;D05;D09a;D09b;D10a;D10b;D10c;TextoD10c;D10d;D10e;D12a;TextoD12a_1;D12b;D12c;TextoD12_1;D14;D16;TextoD16_1;D20;ACTIVIDAD;NIVELOCUP;CLASESOC;NIVELEDUC;EDUC;EDUC1;ESEC;CSEC;CSEC3;CSEC2
717;G019;1;2;10;2020;116.672.730.975.602;1;4;1;21;1;1987;12;12;12001;2;3;2;2;4;3;4;2;2;4;2;4;2;4;4;4;2;2;2;8;2;2;2;2;3;8;1;95;999;;995;;95;95;95;95;95;1;5;7;0;9;9;10;9;5;8;5;5;5;8;7;1;2;2;1;2;2;3;99;;99;99;2;1;2;2;;;3;2;;;2;52;1;52;1;56;1;2;3;0;1;2;998;;9;4;3;;7;;;8;121;;4;2;1;5;6;3;3;7;2;2;1
718;G022;1;2;10;2020;108.481.113.361.927;1;4;1;29;12;1961;11;11;11221;2;2;2;1;4;4;4;4;4;4;4;2;2;4;4;1;1;5;2;2;1;3;98;2;2;1;4;10;110;;990;404;2;1;10;96;96;4;2;5;6;5;6;5;5;3;5;5;3;3;6;4;3;96;9;;2;2;1;10;;10;99;2;1;9;9;4;4;;;;;1;66;1;66;1;56;1;2;5;0;3;9;998;;9;5;8;;7;;;1;121;;2;3;6;1;6;3;3;12;1;1;1
719;G012;1;2;10;2020;136.642.050.352.914;1;4;1;1;11;1982;21;21;21999;2;2;2;2;4;2;4;2;2;4;2;4;2;2;4;2;2;4;2;3;2;2;2;2;4;2;2;10;120;;998;;2;1;10;10;10;4;4;8;4;7;8;9;6;3;9;7;7;5;9;8;2;2;2;1;2;2;3;10;;20;99;2;2;9;2;2;2;;;;;2;82;1;82;1;56;3;2;4;0;1;1;1;;2;4;3;;7;;;1;121;;2;3;6;1;6;3;3;12;1;1;1
720;G023;1;2;10;2020;108.481.113.361.927;1;4;1;6;8;1961;11;11;11221;2;3;2;1;4;2;4;1;1;2;4;4;2;4;5;1;3;5;2;3;2;2;1;98;3;3;3;30;360;;990;1926;1;2;30;30;30;5;5;0;4;10;10;10;6;8;0;0;0;5;0;0;2;1;1;4;1;2;2;10;;10;10;1;1;2;9;;;1;1;;;3;51;1;51;1;23;1;1;5;0;2;9;998;;9;4;3;;;;;1;121;;3;2;2;5;3;2;1;5;3;4;3
721;G017;2;2;10;2020;0.832052522295433;1;4;2;1;12;1970;12;12;12001;2;3;2;2;2;4;4;8;2;2;8;2;8;4;8;4;2;4;5;2;2;2;98;98;5;2;3;97;999;;998;;98;97;98;30;98;8;4;10;0;10;98;98;98;98;98;98;98;5;10;5;1;2;2;3;2;2;1;20;;20;20;2;1;2;1;;;3;4;;;2;76;1;76;3;23;3;2;2;0;1;2;998;;9;4;4;;7;;;1;121;;4;3;0;6;3;2;1;3;4;4;3
722;G011;2;2;10;2020;108.481.113.361.927;1;4;1;6;10;1955;10;10;10011;2;3;2;2;1;5;2;4;2;1;2;7;2;4;4;1;2;4;2;1;1;7;97;2;2;1;2;10;198;;997;;2;1;10;10;10;4;5;5;0;5;8;9;5;3;7;4;4;3;6;4;2;96;9;;2;2;2;10;;20;31;2;2;9;2;4;1;;;;;1;80;1;80;2;36;1;2;6;0;2;9;998;;9;5;3;;;;;1;121;;2;3;4;3;4;2;2;8;2;2;1
723;G019;1;2;10;2020;104.804.752.757.694;1;4;2;14;6;1976;19;19;19999;4;3;4;2;2;4;1;1;3;4;1;4;4;2;4;4;4;4;5;1;1;3;4;3;3;5;3;20;230;;990;TALVI;2;1;10;10;30;4;5;5;5;7;5;7;3;5;5;10;5;2;7;10;3;3;3;1;1;2;3;30;;30;99;2;1;1;2;;;;;2;2;1;67;1;67;1;26;4;2;2;0;1;1;1;;3;4;3;;7;;;1;121;;2;3;3;2;4;2;2;7;2;2;1
724;G012;1;2;10;2020;116.672.730.975.602;1;4;1;6;8;1987;11;11;11221;2;2;2;1;4;4;4;2;2;4;4;5;4;4;4;2;2;2;2;2;4;2;1;1;4;1;4;30;350;;990;609;1;1;30;30;30;4;5;3;1;9;10;10;6;7;4;5;6;7;3;6;3;1;2;2;2;2;2;30;;30;99;2;1;2;2;;;2;3;;;1;50;2;82;2;25;4;2;6;0;1;2;998;;9;5;3;;7;;;1;121;;4;2;6;1;4;2;1;10;1;1;1
725;G019;1;2;10;2020;136.642.050.352.914;1;4;1;18;4;1982;11;11;11221;1;1;4;1;1;4;1;1;1;1;4;2;2;2;2;2;2;2;2;1;2;2;1;1;2;1;1;30;375;;990;329;1;2;30;10;10;5;5;5;5;6;8;9;5;7;4;1;1;6;3;1;3;1;2;4;1;2;4;10;;10;99;1;2;2;1;;;;;2;2;1;72;1;72;1;26;1;2;2;0;1;2;998;;9;2;3;;4;;;1;121;;5;3;1;6;4;2;2;5;3;4;3
726;G014;2;2;10;2020;0.832052522295433;1;4;2;19;8;1958;11;11;11221;4;3;4;2;4;4;2;2;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;3;4;5;3;10;120;;998;;97;1;10;30;30;2;4;3;5;8;6;3;1;4;7;3;1;3;8;5;3;2;1;4;2;2;2;10;;10;99;1;2;2;2;2;2;;;;;1;14;2;47;;13;1;2;4;0;1;2;998;;9;4;3;;7;;;1;121;;5;4;3;4;1;1;1;4;4;4;3
727;G017;2;2;10;2020;0.832052522295433;1;4;2;25;12;1953;10;10;10011;1;2;2;1;4;4;4;1;3;4;4;4;2;4;4;1;1;2;2;3;1;1;1;1;2;1;8;30;360;;998;;1;2;30;30;30;5;5;0;0;10;10;10;10;10;0;0;0;10;0;0;1;1;1;4;2;2;1;32;;32;99;2;1;2;2;;;;;4;4;1;61;1;61;3;57;1;2;7;0;1;2;998;;9;4;3;;7;;;1;121;;4;3;6;1;6;3;3;12;1;1;1
728;G023;1;2;10;2020;108.481.113.361.927;1;4;1;5;8;1962;10;10;10011;4;4;5;1;4;4;1;1;1;1;5;1;2;4;5;1;1;5;3;2;1;2;1;4;3;1;2;91;999;;991;;91;91;91;30;30;2;2;5;3;7;7;8;5;5;0;0;8;0;0;0;2;1;2;2;2;2;3;20;;11;10;1;2;9;2;1;1;;;;;1;14;1;51;;16;1;2;3;3000;1;2;998;;9;4;3;;4;;;1;121;;4;4;2;5;2;1;1;4;4;4;3
729;G011;2;2;10;2020;104.804.752.757.694;1;4;2;16;4;1982;23;23;23001;2;2;2;2;1;5;1;4;1;1;4;4;3;2;4;2;2;5;3;2;2;3;97;97;4;4;8;10;120;;997;;3;2;10;30;30;4;5;5;2;4;5;97;2;4;5;6;0;0;4;2;2;96;9;;1;2;3;30;;11;99;1;1;2;2;2;9;;;;;2;52;2;51;1;61;1;2;4;0;1;2;998;;9;5;3;;7;;;1;121;;3;2;2;5;5;3;2;7;2;2;1
730;G017;2;2;10;2020;108.481.113.361.927;1;4;1;1;11;1968;23;23;23001;3;3;4;3;2;3;4;3;2;4;2;4;8;8;4;3;4;4;4;2;2;2;2;2;3;2;2;10;160;;998;;2;1;10;10;10;2;2;7;4;9;7;9;7;3;9;7;6;2;9;9;2;2;3;1;2;2;3;10;;20;99;2;2;1;9;2;2;;;;;1;94;1;94;1;16;1;2;6;0;2;9;998;;9;4;3;;;;;1;121;;4;3;4;3;2;1;1;6;3;4;3
731;G014;2;2;10;2020;0.832052522295433;1;4;2;6;2;1963;11;11;11221;2;3;2;2;4;2;4;4;2;4;2;2;2;2;4;4;2;2;8;1;2;2;1;1;4;1;8;30;350;;990;609;1;2;30;30;30;5;5;5;10;3;1;0;1;10;3;1;0;6;3;2;3;1;2;4;2;2;3;20;;99;99;2;2;2;2;3;2;;;;;1;67;1;67;1;16;3;2;4;0;3;9;998;;9;4;8;;7;;;1;121;;2;3;3;2;2;1;1;5;3;4;3
732;G019;1;2;10;2020;0.832052522295433;1;4;2;19;11;1974;28;28;28001;3;3;2;2;2;4;4;4;2;2;2;4;2;4;2;2;2;4;4;2;2;3;2;4;5;1;2;10;120;;990;LARRAÑAGA;2;1;10;30;30;4;5;7;3;8;5;9;1;4;9;6;3;6;8;7;2;2;2;7;2;2;2;10;;20;99;2;1;2;2;;;;;3;2;3;55;2;94;1;31;4;2;3;0;1;1;1;;2;4;3;;7;;;1;121;;2;2;4;3;3;2;1;7;2;2;1
733;G023;1;2;10;2020;116.672.730.975.602;1;4;1;13;5;1987;19;19;19999;2;2;2;1;4;2;4;5;4;5;4;5;2;2;5;1;1;5;1;1;1;2;2;2;4;4;2;60;600;;998;;3;2;10;30;30;5;5;4;6;7;7;9;8;5;5;3;1;6;6;6;2;8;2;4;2;2;2;30;;30;30;1;1;2;2;;;;;1;1;1;50;1;50;1;51;3;2;4;0;3;9;998;;9;5;3;;;;;1;121;;3;2;3;5;5;3;2;8;2;2;1
734;G012;1;2;10;2020;116.672.730.975.602;1;4;1;1;1;1996;21;21;21999;1;2;2;2;2;4;3;2;2;2;2;2;5;1;3;4;2;2;4;1;2;4;1;1;4;1;3;30;398;;998;;1;1;30;30;30;4;5;5;3;7;7;8;4;8;7;0;5;8;7;0;3;1;2;3;2;2;2;30;;30;99;2;2;2;2;;;;;3;2;1;36;2;26;8;26;4;2;4;0;1;2;998;;9;2;1;;7;;;1;121;;10;1;3;4;4;2;2;7;2;2;1
735;G017;2;2;10;2020;0.894882409322849;1;4;2;4;3;1992;23;23;23001;2;3;2;1;4;2;4;4;2;4;5;4;2;4;5;1;1;2;4;2;4;3;98;2;4;8;2;98;999;;997;;1;2;97;97;97;2;5;5;0;10;8;5;8;5;5;5;5;2;5;7;1;96;9;;8;2;8;99;;99;99;1;2;9;2;;;4;2;;;2;44;1;44;1;56;1;2;5;0;2;9;998;;9;4;8;;7;;;1;121;;2;2;6;1;6;3;3;12;1;1;1
736;G019;1;2;10;2020;104.804.752.757.694;1;4;2;24;11;1977;11;11;11221;2;2;4;2;2;4;2;2;2;2;2;4;3;2;2;2;2;2;4;3;2;1;1;1;3;7;4;30;350;;990;609;3;2;91;30;30;2;4;8;2;10;10;6;6;8;8;0;0;7;7;0;3;1;2;3;2;2;3;99;;99;99;2;1;2;2;2;2;;;;;1;16;1;16;;16;4;2;1;0;1;2;998;;9;4;90;MESTIZO;7;;;1;121;;8;4;0;5;2;1;1;2;4;4;3
737;G014;2;2;10;2020;0.894882409322849;1;4;2;1;1;1988;16;16;16001;2;3;2;2;1;5;2;3;2;4;2;4;4;2;4;4;2;2;5;1;1;2;97;4;4;4;2;91;999;;991;;91;91;10;20;10;4;4;8;3;7;5;6;6;1;7;5;5;2;6;4;1;96;9;;2;2;3;10;;10;10;2;1;2;2;;;;;2;2;1;36;2;22;8;37;4;2;5;0;1;1;9;;5;2;3;;7;;;1;121;;4;1;5;2;5;3;2;10;1;1;1
738;G017;2;2;10;2020;136.642.050.352.914;1;4;1;3;4;1982;11;11;11221;3;4;2;2;2;5;2;2;4;4;2;4;4;4;4;2;2;1;5;1;2;2;98;2;3;8;3;60;600;;998;;2;2;10;30;30;1;1;5;2;8;8;5;6;5;6;3;1;6;6;6;4;5;1;4;2;2;2;10;;10;99;2;1;1;2;;;;;1;1;1;81;1;81;1;26;4;2;5;0;2;9;998;;9;4;3;;7;;;1;121;;4;3;5;2;4;2;2;9;2;2;1
739;G012;1;2;10;2020;108.481.113.361.927;1;4;1;1;1;1970;22;22;22422;2;2;2;2;1;4;2;3;4;2;2;2;4;3;8;2;4;4;5;2;2;3;2;2;5;4;8;10;198;;998;;1;1;10;10;10;4;5;8;2;8;8;9;5;0;10;8;6;0;10;5;2;2;2;1;2;2;3;10;;10;99;2;2;9;2;3;2;;;;;1;52;1;52;1;16;1;2;97;9999997;1;1;1;;2;4;3;;7;;;1;121;;4;2;1;5;2;1;1;3;4;4;3
740;G016;2;2;11;2020;116.672.730.975.602;1;4;1;27;6;1986;10;10;10011;2;1;2;1;5;3;4;5;1;4;4;4;2;4;4;1;1;4;2;3;1;2;1;1;2;1;5;30;362;;990;567 PVP;3;2;30;30;30;5;5;0;3;9;9;10;7;8;0;0;0;7;0;0;2;1;1;4;1;2;1;30;;30;99;1;1;2;1;;;;;4;4;1;25;1;25;1;54;1;1;3;0;3;9;998;;9;5;3;;;;;1;121;;1;1;5;2;6;3;3;11;1;1;1
741;G013;2;2;11;2020;0.832052522295433;1;4;2;7;4;1974;15;15;15001;2;3;3;2;4;3;2;4;4;2;2;4;5;1;2;5;5;2;5;2;1;2;2;2;2;3;2;10;110;;998;;2;1;10;30;30;2;4;8;1;8;3;5;1;0;8;3;5;1;8;5;2;2;3;7;1;2;2;10;;10;99;2;1;2;2;2;2;;;;;2;16;2;52;;24;1;2;3;0;1;1;3;;5;2;1;;7;;;1;121;;6;4;1;5;4;2;1;5;3;4;3
742;G016;2;2;11;2020;116.672.730.975.602;1;4;1;17;11;1994;16;16;16001;4;3;2;2;2;4;4;4;4;4;2;2;4;8;4;5;4;2;5;8;4;2;4;4;2;4;2;95;999;;995;;95;95;95;20;30;8;5;7;4;6;6;6;98;0;0;0;0;4;4;4;2;3;2;1;1;2;3;20;;20;99;2;1;2;1;;;4;4;;;3;76;2;16;2;16;4;2;2;0;1;1;4;;5;2;90;MESTIZO;90;;MESTIZO;1;701;;2;3;0;5;2;1;1;2;4;4;3
743;G013;2;2;11;2020;108.481.113.361.927;1;4;1;0;8;1966;11;11;11221;2;2;2;1;1;5;1;2;2;1;2;5;2;2;8;5;5;1;2;1;2;4;97;98;5;5;3;95;999;;995;;95;95;95;95;95;4;4;5;1;8;8;97;97;1;8;7;5;1;3;4;2;3;2;1;8;2;5;99;;99;99;2;1;9;2;;;4;2;;;1;51;1;51;1;54;1;2;1;0;1;2;998;;9;1;3;;7;;;1;121;;4;2;2;5;6;3;3;8;2;2;1
744;G027;2;2;11;2020;0.894882409322849;1;4;2;1;1;1989;10;10;10011;2;4;2;2;4;4;4;4;8;2;2;2;2;4;4;4;3;2;4;4;2;1;97;98;4;2;3;30;350;;990;609;2;2;30;30;30;3;5;98;4;98;4;98;98;97;97;97;97;97;97;97;4;96;9;;1;2;2;30;;30;30;2;1;1;2;;;4;4;;;2;10;2;31;;21;1;2;2;0;1;2;998;;9;2;3;;7;;;1;121;;6;4;2;5;3;2;1;5;3;4;3
745;G016;2;2;11;2020;108.481.113.361.927;1;4;1;23;8;1964;10;10;10011;4;4;4;2;2;4;4;2;2;2;8;8;8;4;8;3;2;4;2;8;1;2;1;98;2;1;2;30;398;;998;;1;2;30;30;30;8;2;0;0;10;98;98;98;9;4;4;0;5;5;5;3;1;2;7;2;2;2;30;;30;99;2;1;2;1;;;;;4;4;2;61;1;61;1;56;1;2;97;0;1;2;998;;9;2;3;;;;;1;121;;4;3;6;1;6;3;3;12;1;1;1
746;G013;2;2;11;2020;0.832052522295433;1;4;2;14;5;1963;10;10;10011;2;2;2;4;1;2;2;4;2;2;4;4;2;4;2;2;2;2;2;2;2;2;97;98;4;2;2;30;360;;990;SENADOR ANDRADE;2;1;30;30;30;2;4;5;0;10;10;10;9;10;8;8;0;9;5;6;2;1;2;4;2;2;2;30;;99;99;2;1;2;2;2;3;;;;;2;10;2;31;;23;1;8;97;0;1;1;1;;1;2;3;;7;;;1;121;;2;4;2;5;3;2;1;5;3;4;3
747;G027;2;2;11;2020;104.804.752.757.694;1;4;2;7;5;1981;22;22;22422;4;4;5;2;2;4;2;3;2;2;3;4;4;4;2;4;3;4;2;3;2;3;2;2;3;4;3;10;198;;998;;1;1;10;30;30;1;3;98;98;98;98;98;98;0;98;0;98;98;98;98;2;96;9;;8;2;3;20;;20;20;2;1;2;2;;;;;2;2;2;55;2;52;1;33;1;2;4;0;1;2;998;;9;4;8;;7;;;1;121;;5;2;1;5;3;2;1;4;4;4;3
748;G013;2;2;11;2020;0.894882409322849;1;4;2;8;2;1990;19;19;19999;2;4;2;1;1;4;4;2;1;2;4;4;2;2;4;4;1;1;5;1;1;1;1;98;1;1;4;30;350;;990;609;3;2;30;30;30;5;4;0;0;10;98;5;98;10;0;0;5;10;0;0;2;1;1;2;2;2;2;20;;30;99;2;1;2;2;;;1;1;;;2;10;2;51;;24;1;2;2;4800;1;1;1;;5;2;2;;7;;;1;121;;5;4;2;5;4;2;1;6;3;4;3
749;G024;1;2;11;2020;0.894882409322849;1;4;2;17;10;1989;10;10;10011;2;3;2;4;2;4;4;4;4;2;2;2;2;2;4;1;1;1;1;1;2;2;1;1;4;5;4;30;360;;990;DANIEL MARTINEZ;1;2;30;30;30;4;4;4;1;10;8;10;7;8;5;1;1;8;5;1;2;1;2;3;1;2;2;30;;30;99;2;1;2;2;4;4;;;;;2;51;1;51;1;53;4;2;2;0;1;2;998;;9;2;4;;3;;;1;121;;1;2;2;5;5;3;2;7;2;2;1
750;G013;2;2;11;2020;108.481.113.361.927;1;4;1;27;9;1958;15;15;15001;2;2;3;2;2;4;2;1;1;4;4;2;4;4;4;4;4;2;4;1;2;3;2;2;2;1;1;10;112;;990;3 LIOSTA;2;1;10;10;10;4;5;10;3;10;7;6;2;0;10;7;6;2;10;3;3;2;1;6;2;2;3;10;;10;99;2;2;2;1;;;;;1;1;1;80;1;80;1;26;1;2;2;0;1;1;1;;4;1;3;;7;;;1;121;;4;3;4;3;4;2;2;8;2;2;1
751;G024;1;2;11;2020;116.672.730.975.602;1;4;1;5;2;1998;19;19;19999;3;4;2;1;4;2;4;4;4;2;4;2;4;2;4;4;2;2;3;3;2;4;2;2;4;4;1;10;198;;998;;1;2;10;90;90;2;2;98;0;10;10;0;10;0;10;10;0;0;10;10;1;2;2;3;2;2;4;20;;20;99;2;1;2;2;3;3;;;;;3;52;2;50;1;21;4;2;3;0;1;2;998;;9;1;1;;7;;;1;121;;4;2;3;5;3;2;1;6;3;4;3
752;G021;1;2;11;2020;104.804.752.757.694;1;4;2;29;11;1975;19;19;19999;2;2;2;2;2;4;4;2;3;4;2;4;4;2;4;3;2;5;4;3;4;8;2;2;4;2;2;10;110;;998;;2;1;10;30;30;2;4;10;5;10;6;6;4;7;10;7;7;5;9;5;3;2;2;1;2;2;2;20;;10;99;1;1;2;2;;;2;3;;;1;52;1;52;1;23;3;2;4;9999998;1;2;998;;9;4;3;;;;;1;121;;2;2;1;5;3;2;1;4;4;4;3
753;G028;2;2;11;2020;0.832052522295433;1;4;2;1;10;1972;11;11;11221;2;2;4;2;4;4;4;4;2;4;2;4;7;4;4;4;4;4;4;2;2;3;2;2;4;4;3;10;112;;990;71;2;1;10;20;10;4;4;5;0;10;10;97;5;0;7;5;97;0;7;4;1;2;2;1;2;2;2;20;;20;99;2;2;2;2;;;3;2;;;2;22;2;67;8;64;4;2;4;9999997;1;1;11;;5;2;7;;3;;;1;121;;4;1;3;2;6;3;3;9;2;2;1
754;G021;1;2;11;2020;104.804.752.757.694;1;4;2;1;5;1977;10;10;10011;2;1;2;2;4;2;4;4;1;3;2;4;1;4;4;1;2;5;2;3;4;1;1;1;1;1;3;30;301;;990;2121;2;2;30;30;30;5;5;0;0;10;10;98;5;10;0;0;0;10;0;8;2;1;2;2;1;2;3;30;;30;99;1;2;2;2;4;3;;;;;3;10;2;50;;24;1;2;5;6600;3;9;998;;9;5;3;;7;;;1;121;;3;4;3;5;4;2;1;7;2;2;1
755;G025;2;2;11;2020;0.894882409322849;1;4;2;3;1;1987;18;18;18001;1;1;1;2;4;4;4;4;2;4;4;4;2;4;4;1;1;4;1;3;1;2;1;1;2;1;5;30;350;;990;90609;1;2;30;30;30;5;5;0;4;10;9;10;9;10;0;0;0;9;0;0;2;1;1;4;1;2;1;30;;30;99;1;1;2;1;2;3;;;;;2;20;1;20;1;64;3;1;5;0;3;9;998;;9;5;1;;4;;;1;121;;3;1;6;1;6;3;3;12;1;1;1
756;G022;1;2;11;2020;108.481.113.361.927;1;4;1;23;9;1969;10;10;10011;2;2;3;2;4;2;4;4;2;3;8;4;8;4;2;1;1;4;2;2;8;1;1;1;1;1;4;30;350;;990;609;1;2;30;30;30;4;5;0;0;8;8;10;8;10;0;0;0;7;0;0;1;1;1;2;2;2;2;30;;30;99;1;1;2;9;4;4;;;;;3;51;1;51;1;23;1;1;4;0;2;9;998;;9;5;4;;3;;;1;121;;7;2;2;5;3;2;1;5;3;4;3
757;G017;2;2;11;2020;0.832052522295433;1;4;2;23;4;1954;11;11;11221;3;2;2;1;2;3;2;2;4;4;2;2;4;2;4;1;4;2;5;2;2;3;2;2;3;2;2;10;160;;998;;3;1;10;10;10;4;4;5;10;6;6;6;6;0;10;3;6;0;10;6;2;2;2;1;8;2;2;31;;20;99;2;1;2;2;4;2;;;;;2;14;2;51;;24;1;2;4;0;1;2;998;;9;4;3;;7;;;1;121;;3;4;2;5;4;2;1;6;3;4;3
758;G014;2;2;11;2020;0.832052522295433;1;4;2;8;6;1957;23;23;23001;4;3;4;4;2;4;4;4;3;1;2;4;4;4;2;2;2;2;4;3;2;2;1;1;2;2;2;30;301;;990;2121;2;1;30;30;30;4;5;7;10;0;1;1;1;10;0;0;0;10;0;0;3;1;3;97;1;2;2;30;;30;99;9;1;9;1;;;;;3;2;2;14;1;52;;16;1;2;4;0;2;9;998;;9;4;3;;7;;;1;121;;2;4;1;5;2;1;1;3;4;4;3
759;G028;2;2;11;2020;104.804.752.757.694;1;4;2;1;9;1983;10;10;10011;2;4;4;2;2;4;4;4;2;2;4;2;8;5;4;2;2;4;2;1;4;2;1;1;3;3;5;30;360;;990;1001;3;2;30;30;30;5;4;3;1;8;8;10;8;7;0;0;0;6;1;3;1;1;2;4;2;2;1;30;;30;99;2;9;2;2;2;2;;;;;1;70;2;52;1;16;4;2;3;9999998;3;9;998;;9;4;7;;3;;;1;121;;5;3;1;5;2;1;1;3;4;4;3
760;G021;1;2;11;2020;108.481.113.361.927;1;4;1;25;5;1960;26;26;26001;4;4;4;2;2;4;4;4;3;2;4;2;4;4;4;2;2;4;4;2;2;2;1;1;3;3;3;30;302;;990;9900- HERNANDEZ;1;2;30;30;30;4;4;5;5;5;5;8;5;7;5;7;3;7;6;7;2;1;3;4;2;2;2;10;;10;99;2;9;2;9;;;;;2;3;9;31;1;31;1;21;1;2;97;9999997;1;1;1;;3;4;3;;1;;;1;121;;2;1;2;5;3;2;1;5;3;4;3
761;G014;2;2;11;2020;0.832052522295433;1;4;2;1;3;1963;10;10;10011;1;1;1;2;4;4;4;4;3;4;4;4;3;2;4;2;2;4;2;3;2;2;1;1;4;1;4;30;370;;990;77;1;2;30;30;30;5;5;4;4;10;10;10;10;7;0;0;0;8;0;0;1;1;1;4;8;2;2;20;;20;99;1;1;2;1;3;2;;;;;2;41;1;41;1;57;1;1;98;6000;1;2;998;;9;4;7;;;;;1;121;;2;2;6;1;6;3;3;12;1;1;1
762;G017;2;2;11;2020;108.481.113.361.927;1;4;1;25;12;1971;11;11;11221;1;1;2;2;4;2;4;4;4;4;2;4;3;2;4;1;1;1;2;3;2;2;1;1;3;1;4;30;350;;990;609;3;2;30;30;30;5;5;4;3;8;8;9;8;6;2;1;1;5;2;2;1;1;2;4;2;2;3;20;;20;99;1;1;2;2;;;2;1;;;1;22;1;22;1;64;1;1;6;0;3;9;998;;9;5;8;;7;;;1;121;;5;1;5;2;6;3;3;11;1;1;1
763;G024;1;2;11;2020;136.642.050.352.914;1;4;1;30;1;1980;10;10;10011;2;2;4;2;2;4;2;2;2;4;4;4;4;4;2;2;2;4;4;2;2;3;97;2;4;4;2;10;112;;990;71;2;1;10;10;10;4;4;5;0;6;10;10;5;6;8;7;2;6;7;6;2;96;9;;2;2;3;11;;11;99;1;2;1;2;;;2;2;;;2;10;2;46;;25;7;2;1;0;3;9;998;;9;5;3;;7;;;1;121;;3;4;3;4;4;2;1;7;2;2;1
764;G017;2;2;11;2020;0.894882409322849;1;4;2;19;9;1985;11;11;11221;4;4;2;2;1;4;2;2;2;2;2;2;4;2;4;2;2;2;4;2;2;3;98;98;5;5;5;30;350;;990;609;1;1;30;90;90;5;5;98;98;98;98;98;98;0;0;0;0;0;0;0;4;96;9;;2;2;2;30;;30;99;2;1;1;9;;;2;3;;;3;52;1;52;1;26;4;2;2;0;1;2;998;;9;4;8;;7;;;1;121;;3;2;1;5;4;2;2;5;3;4;3
765;G028;2;2;11;2020;108.481.113.361.927;1;4;1;1;1;1952;10;10;10011;1;2;2;4;2;4;2;2;2;2;3;4;2;4;4;1;1;4;2;2;1;1;1;1;3;1;4;30;320;;998;;97;2;30;30;30;4;3;0;0;10;10;10;9;10;0;0;0;10;0;0;1;1;2;4;2;2;8;32;;20;99;9;1;2;9;;;;;2;2;3;16;2;51;;23;4;2;1;9999998;3;9;998;;9;5;7;;3;;;1;121;;2;4;2;5;3;2;1;5;3;4;3
766;G023;1;2;11;2020;0.832052522295433;1;4;2;9;2;1973;23;23;23001;2;2;2;1;5;4;4;2;2;4;2;2;4;2;4;1;1;4;4;2;2;2;98;2;4;1;3;20;230;;990;600;1;1;30;20;30;2;4;6;5;6;6;6;5;3;3;6;1;5;6;8;1;3;2;4;1;2;3;20;;20;20;1;1;2;2;;;;;4;4;2;22;1;22;1;64;1;1;5;0;1;1;1;;3;1;3;;;;;1;121;;3;1;5;2;6;3;3;11;1;1;1
767;G028;2;2;11;2020;0.894882409322849;1;4;2;1;1;1999;28;28;28001;3;3;2;4;3;4;4;3;2;3;2;2;2;2;4;5;2;3;4;3;1;2;3;3;3;2;2;20;230;;990;SUSANA;2;1;91;90;90;5;4;5;5;97;8;97;97;5;5;8;3;5;5;8;3;3;3;4;1;1;2;30;;30;99;2;1;9;2;;;2;2;;;4;32;2;52;8;26;4;2;1;15000;1;1;3;;5;2;3;;1;;;1;121;;5;1;1;5;4;2;2;5;3;4;3
768;G022;1;2;11;2020;116.672.730.975.602;1;4;1;1;10;1996;20;20;20999;4;4;3;2;8;8;4;2;2;2;2;2;2;4;4;4;4;2;4;3;4;8;6;3;4;1;8;10;112;;998;;2;2;10;90;90;1;2;0;8;3;7;5;5;9;0;10;5;0;7;3;3;1;3;11;2;2;2;99;;99;99;2;1;2;2;;;1;1;;;2;70;2;70;1;16;4;2;1;0;1;2;998;;9;2;3;;7;;;1;121;;5;3;2;2;2;1;1;4;4;4;3
769;G014;2;2;11;2020;108.481.113.361.927;1;4;1;18;9;1949;10;10;10011;4;3;2;2;2;4;2;2;2;2;2;2;4;4;2;4;4;4;4;2;2;3;4;2;3;2;8;74;740;;998;;1;1;10;98;10;4;5;10;0;10;9;10;7;0;10;8;9;0;10;8;2;2;1;1;1;2;3;99;;99;20;1;1;1;2;;;3;2;;;1;14;1;23;;16;4;2;6;0;1;2;998;;9;2;8;;7;;;1;121;;4;4;5;2;2;1;1;7;2;2;1
